timestep,net_demand_normalized,net_demand_mw
485,0.6716414,12828.75
486,0.6741413,12876.5
487,0.6766412,12924.25
488,0.67914116,12972.0
489,0.68164104,13019.75
490,0.684141,13067.5
491,0.6866409,13115.25
492,0.68914086,13163.0
493,0.6918589,13214.917
494,0.694577,13266.833
495,0.697295,13318.75
496,0.7000131,13370.667
497,0.7027312,13422.583
498,0.7054492,13474.5
499,0.7081673,13526.417
500,0.71088535,13578.333
501,0.71360344,13630.25
502,0.71632147,13682.167
503,0.71903956,13734.083
504,0.72175765,13786.0
505,0.7238649,13826.25
506,0.7259722,13866.5
507,0.72807944,13906.75
508,0.7301867,13947.0
509,0.73229396,13987.25
510,0.7344012,14027.5
511,0.7365085,14067.75
512,0.73861575,14108.0
513,0.740723,14148.25
514,0.7428303,14188.5
515,0.74493754,14228.75
516,0.7470448,14269.0
517,0.7489034,14304.5
518,0.7507619,14340.0
519,0.7526205,14375.5
520,0.7544791,14411.0
521,0.7563377,14446.5
522,0.7581963,14482.0
523,0.7600549,14517.5
524,0.7619134,14553.0
525,0.763772,14588.5
526,0.7656306,14624.0
527,0.7674892,14659.5
528,0.7693478,14695.0
529,0.7705606,14718.167
530,0.7717735,14741.333
531,0.7729864,14764.5
532,0.77419925,14787.667
533,0.77541214,14810.833
534,0.77662504,14834.0
535,0.7778379,14857.167
536,0.77905077,14880.333
537,0.78026366,14903.5
538,0.78147656,14926.667
539,0.7826894,14949.833
540,0.7839023,14973.0
541,0.78442144,14982.917
542,0.78494066,14992.833
543,0.7854598,15002.75
544,0.78597903,15012.667
545,0.7864982,15022.583
546,0.78701735,15032.5
547,0.78753656,15042.417
548,0.7880557,15052.333
549,0.78857493,15062.25
550,0.7890941,15072.167
551,0.78961325,15082.083
552,0.79013246,15092.0
553,0.7899536,15088.583
554,0.7897747,15085.167
555,0.78959584,15081.75
556,0.78941697,15078.333
557,0.7892381,15074.917
558,0.78905916,15071.5
559,0.7888803,15068.083
560,0.7887014,15064.667
561,0.78852254,15061.25
562,0.78834367,15057.833
563,0.7881648,15054.417
564,0.7879859,15051.0
565,0.7855776,15005.0
566,0.7831693,14959.0
567,0.780761,14913.0
568,0.77835274,14867.0
569,0.7759444,14821.0
570,0.7735361,14775.0
571,0.7711278,14729.0
572,0.7687195,14683.0
573,0.7663112,14637.0
574,0.7639029,14591.0
575,0.7614946,14545.0
576,0.7590863,14499.0
577,0.75740224,14466.833
578,0.7557182,14434.667
579,0.7540341,14402.5
580,0.75235003,14370.333
581,0.75066596,14338.167
582,0.7489819,14306.0
583,0.7472978,14273.833
584,0.74561375,14241.667
585,0.7439297,14209.5
586,0.7422456,14177.333
587,0.74056154,14145.167
588,0.73887753,14113.0
589,0.73549193,14048.333
590,0.7321063,13983.667
591,0.7287208,13919.0
592,0.7253352,13854.333
593,0.7219496,13789.667
594,0.718564,13725.0
595,0.71517843,13660.333
596,0.7117928,13595.667
597,0.7084072,13531.0
598,0.7050217,13466.333
599,0.7016361,13401.667
600,0.6982505,13337.0
601,0.69245225,13226.25
602,0.68665403,13115.5
603,0.68085575,13004.75
604,0.67505753,12894.0
605,0.66925925,12783.25
606,0.663461,12672.5
607,0.65766275,12561.75
608,0.6518645,12451.0
609,0.64606625,12340.25
610,0.640268,12229.5
611,0.63446975,12118.75
612,0.6286715,12008.0
613,0.6230085,11899.833
614,0.6173455,11791.667
615,0.61168253,11683.5
616,0.6060195,11575.333
617,0.6003565,11467.167
618,0.59469354,11359.0
619,0.5890305,11250.833
620,0.5833675,11142.667
621,0.5777045,11034.5
622,0.5720415,10926.333
623,0.56637853,10818.167
624,0.5607155,10710.0
625,0.5564181,10627.917
626,0.5521207,10545.833
627,0.54782325,10463.75
628,0.5435258,10381.667
629,0.5392284,10299.583
630,0.534931,10217.5
631,0.53063357,10135.417
632,0.52633613,10053.333
633,0.5220387,9971.25
634,0.51774126,9889.167
635,0.5134439,9807.083
636,0.50914645,9725.0
637,0.50650257,9674.5
638,0.5038586,9624.0
639,0.50121474,9573.5
640,0.49857086,9523.0
641,0.49592695,9472.5
642,0.49328306,9422.0
643,0.49063918,9371.5
644,0.48799527,9321.0
645,0.48535138,9270.5
646,0.48270747,9220.0
647,0.4800636,9169.5
648,0.47741967,9119.0
649,0.47594503,9090.833
650,0.47447038,9062.667
651,0.47299573,9034.5
652,0.47152108,9006.333
653,0.47004643,8978.167
654,0.46857178,8950.0
655,0.46709713,8921.833
656,0.46562248,8893.667
657,0.46414784,8865.5
658,0.4626732,8837.333
659,0.46119854,8809.167
660,0.4597239,8781.0
661,0.4589822,8766.833
662,0.45824054,8752.667
663,0.45749885,8738.5
664,0.45675716,8724.333
665,0.45601547,8710.167
666,0.45527378,8696.0
667,0.4545321,8681.833
668,0.4537904,8667.667
669,0.4530487,8653.5
670,0.45230702,8639.333
671,0.45156533,8625.167
672,0.45082366,8611.0
673,0.45110723,8616.417
674,0.45139083,8621.833
675,0.4516744,8627.25
676,0.451958,8632.667
677,0.45224157,8638.083
678,0.45252517,8643.5
679,0.45280877,8648.917
680,0.45309234,8654.333
681,0.45337594,8659.75
682,0.4536595,8665.167
683,0.4539431,8670.583
684,0.4542267,8676.0
685,0.45647356,8718.917
686,0.45872045,8761.833
687,0.4609673,8804.75
688,0.4632142,8847.667
689,0.46546108,8890.583
690,0.46770793,8933.5
691,0.46995482,8976.417
692,0.4722017,9019.333
693,0.47444856,9062.25
694,0.47669545,9105.167
695,0.47894233,9148.083
696,0.4811892,9191.0
697,0.4857222,9277.583
698,0.49025524,9364.167
699,0.49478826,9450.75
700,0.49932128,9537.333
701,0.5038543,9623.917
702,0.5083873,9710.5
703,0.5129203,9797.083
704,0.5174533,9883.667
705,0.52198637,9970.25
706,0.52651936,10056.833
707,0.5310524,10143.417
708,0.5355854,10230.0
709,0.5379283,10274.75
710,0.5402711,10319.5
711,0.542614,10364.25
712,0.54495686,10409.0
713,0.5472997,10453.75
714,0.54964256,10498.5
715,0.55198544,10543.25
716,0.55432826,10588.0
717,0.55667114,10632.75
718,0.559014,10677.5
719,0.56135684,10722.25
720,0.5636997,10767.0
721,0.56467265,10785.583
722,0.5656456,10804.167
723,0.5666185,10822.75
724,0.56759137,10841.333
725,0.5685643,10859.917
726,0.5695372,10878.5
727,0.57051015,10897.083
728,0.5714831,10915.667
729,0.572456,10934.25
730,0.5734289,10952.833
731,0.57440186,10971.417
732,0.5753747,10990.0
733,0.5762953,11007.583
734,0.57721585,11025.167
735,0.57813644,11042.75
736,0.579057,11060.333
737,0.5799776,11077.917
738,0.5808981,11095.5
739,0.5818187,11113.083
740,0.58273923,11130.667
741,0.5836598,11148.25
742,0.5845804,11165.833
743,0.58550096,11183.417
744,0.58642155,11201.0
