Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
22:35,28092,28451,27231,26972,
22:40,28092,28303,27041,26972,
22:45,28092,28123,26848,26972,
22:50,27617,27950,26698,26972,
22:55,27617,27734,26481,26972,
23:00,27617,27501,26324,26972,
23:05,27121,27370,26193,25100,
23:10,27121,27186,26003,25100,
23:15,27121,26971,25832,25100,
23:20,26652,26764,25630,25100,
23:25,26652,26601,25394,25100,
23:30,26652,26425,25248,25100,
23:35,26222,26231,25047,25100,
23:40,26222,26066,24862,25100,
23:45,26222,25877,24708,25100,
23:50,25770,25659,24493,25100,
23:55,25770,25651,24491,25100,
00:00,25770,25276,24095,25100,
