Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
17:10,29215,29676,11559,13999,
17:15,29215,29885,12130,13999,
17:20,29886,30107,12724,13999,
17:25,29886,30361,13166,13999,
17:30,29886,30642,13749,13999,
17:35,30384,30905,14553,13999,
17:40,30384,31080,15263,13999,
17:45,30384,31252,15814,13999,
17:50,31187,31521,16497,13999,
17:55,31187,31732,17221,13999,
18:00,31187,31973,18132,13999,
18:05,31481,32041,18919,22788,
18:10,31481,32053,19496,22788,
18:15,31481,32255,20484,22788,
18:20,32063,32423,21327,22788,
18:25,32063,32561,22254,22788,
18:30,32063,32675,23215,22788,
18:35,32378,32838,24132,22788,
18:40,32378,32934,24944,22788,
18:45,32378,33008,25884,22788,
18:50,32779,33064,26873,22788,
18:55,32779,33085,27508,22788,
19:00,32779,33080,28280,22788,
19:05,32736,32956,28841,28674,
19:10,32736,32775,29198,28674,
19:15,32736,32765,29594,28674,
19:20,32706,32710,29920,28674,
19:25,32706,32659,30124,28674,
19:30,32706,32625,30263,28674,
19:35,32592,32494,30330,28674,
19:40,32592,32466,30418,28674,
19:45,32592,32371,30462,28674,
19:50,32500,32269,30435,28674,
19:55,32500,32253,30386,28674,
20:00,32500,32261,30444,28674,
20:05,32235,32141,30550,29092,
20:10,32235,32014,30442,29092,
20:15,32235,31955,30392,29092,
20:20,32026,31892,30328,29092,
20:25,32026,31807,30220,29092,
20:30,32026,31747,30129,29092,
20:35,31737,31681,30070,29092,
20:40,31737,31577,30002,29092,
20:45,31737,31443,29860,29092,
20:50,31260,31319,29750,29092,
20:55,31260,31200,29612,29092,
21:00,31260,31068,29482,29092,
21:05,30932,31130,29418,27955,
21:10,30932,31049,29477,27955,
21:15,30932,30862,29314,27955,
21:20,30618,30701,29101,27955,
21:25,30618,30534,28955,27955,
21:30,30618,30359,28723,27955,
21:35,30200,30224,28583,27955,
21:40,30200,30042,28407,27955,
21:45,30200,29881,28198,27955,
21:50,29747,29682,28081,27955,
21:55,29747,29478,27853,27955,
22:00,29747,29293,27655,27955,
22:05,29142,29163,27434,25835,
22:10,29142,28952,27256,25835,
22:15,29142,28805,27061,25835,
22:20,28596,28580,26832,25835,
22:25,28596,28413,26637,25835,
22:30,28596,28297,26465,25835,
22:35,27992,28005,26223,25835,
22:40,27992,27656,25864,25835,
22:45,27992,27610,25652,25835,
22:50,27377,27498,25586,25835,
22:55,27377,27294,25346,25835,
23:00,27377,27069,25155,25835,
23:05,26854,26937,24853,23784,
23:10,26854,26775,24615,23784,
23:15,26854,26621,24269,23784,
23:20,26290,26387,23871,23784,
23:25,26290,26225,23560,23784,
23:30,26290,26030,23304,23784,
23:35,25933,25938,23159,23784,
23:40,25933,25757,22990,23784,
23:45,25933,25564,22762,23784,
23:50,25442,25416,22607,23784,
23:55,25442,25125,22319,23784,
00:00,25442,24770,21878,23784,
