timestamp_utc,price_usd_mwh
2025-05-15 17:00:00+00:00,7.34037
2025-05-15 18:00:00+00:00,5.58463
2025-05-15 19:00:00+00:00,3.49
2025-05-15 20:00:00+00:00,5.74015
2025-05-15 21:00:00+00:00,5.84935
2025-05-15 22:00:00+00:00,6.56409
2025-05-15 23:00:00+00:00,10.07
2025-05-16 00:00:00+00:00,17.91182
2025-05-16 01:00:00+00:00,33.24097
2025-05-16 02:00:00+00:00,42.80752
2025-05-16 03:00:00+00:00,45.16601
2025-05-16 04:00:00+00:00,39.30973
2025-05-16 05:00:00+00:00,35.95589
2025-05-16 06:00:00+00:00,34.9206
2025-05-16 07:00:00+00:00,33.65592
2025-05-16 08:00:00+00:00,33.72416
2025-05-16 09:00:00+00:00,33.30838
2025-05-16 10:00:00+00:00,31.89825
2025-05-16 11:00:00+00:00,33.31534
2025-05-16 12:00:00+00:00,34.67449
2025-05-16 13:00:00+00:00,37.23306
2025-05-16 14:00:00+00:00,32.75555
2025-05-16 15:00:00+00:00,25.07724
2025-05-16 16:00:00+00:00,22.96566
2025-05-16 17:00:00+00:00,15.61864
2025-05-16 18:00:00+00:00,17.34648
2025-05-16 19:00:00+00:00,17.0768
2025-05-16 20:00:00+00:00,16.99075
2025-05-16 21:00:00+00:00,20.46599
2025-05-16 22:00:00+00:00,19.80513
2025-05-16 23:00:00+00:00,20.27717
2025-05-17 00:00:00+00:00,28.15734
2025-05-17 01:00:00+00:00,34.07976
2025-05-17 02:00:00+00:00,37.64883
2025-05-17 03:00:00+00:00,41.3358
2025-05-17 04:00:00+00:00,38.67134
2025-05-17 05:00:00+00:00,32.75328
2025-05-17 06:00:00+00:00,30.96986
2025-05-17 07:00:00+00:00,28.98836
2025-05-17 08:00:00+00:00,28.21414
2025-05-17 09:00:00+00:00,25.35004
2025-05-17 10:00:00+00:00,24.93086
2025-05-17 11:00:00+00:00,24.32799
2025-05-17 12:00:00+00:00,27.4787
2025-05-17 13:00:00+00:00,29.85583
2025-05-17 14:00:00+00:00,17.82643
2025-05-17 15:00:00+00:00,20.21277
2025-05-17 16:00:00+00:00,17.19748
2025-05-17 17:00:00+00:00,9.21028
2025-05-17 18:00:00+00:00,0.11797
2025-05-17 19:00:00+00:00,-1.96431
2025-05-17 20:00:00+00:00,-3.47679
2025-05-17 21:00:00+00:00,-5.94942
2025-05-17 22:00:00+00:00,-5.47151
2025-05-17 23:00:00+00:00,-1.8566
2025-05-18 00:00:00+00:00,6.92915
2025-05-18 01:00:00+00:00,20.00064
2025-05-18 02:00:00+00:00,26.387
2025-05-18 03:00:00+00:00,30.57968
2025-05-18 04:00:00+00:00,30.76476
2025-05-18 05:00:00+00:00,24.2264
2025-05-18 06:00:00+00:00,23.68268
