collection_id,submit_time,end_time,duration_sec,scheduling_class,priority,job_type,terminal_type,num_tasks,avg_cpu_request,avg_mem_request,total_cpu_request,total_mem_request
374774084875,0,,,1,200,service,,1,0.00395965576171875,0.0013027191162109375,0.00395965576171875,0.0013027191162109375
20834558343,0,,,2,200,service,,1,0.015154992380449851,0.08794181577620967,0.4698047637939453,2.7261962890625
73363949397,0,,,0,103,batch,,1,0.0011912335725316897,0.0013027191162109375,0.7826404571533203,0.8558864593505859
70247304075,0,,,2,360,service,,3,0.0011196136474609375,0.0005784564548068575,0.010076522827148438,0.005206108093261719
295906694135,0,,,2,200,service,,1,0.0008096694946289062,0.0013027191162109375,0.003238677978515625,0.00521087646484375
70483496461,0,,,1,360,service,,1,0.00029048919677734377,0.0006799697875976561,0.0029048919677734375,0.0067996978759765625
54787059620,0,,,3,200,service,,10,0.10897687765268178,0.020805138808030345,2.8333988189697266,0.5409336090087891
362540266175,0,,,2,200,service,,24,0.002802383258498936,0.000769562399113494,164.4326400756836,45.1548433303833
44560419386,0,,,2,360,service,,1,0.005063056945800781,0.00885009765625,0.030378341674804688,0.0531005859375
359957932143,0,,,2,200,service,,1,0.00286102294921875,0.001384735107421875,0.0057220458984375,0.00276947021484375
151120294851,0,,,2,360,service,,1,0.0891571044921875,0.0560461680094401,0.2674713134765625,0.1681385040283203
259837260950,0,,,1,200,service,,1,0.012153341486719529,0.007825279484707204,158.34588623046875,101.95556640625
374810590328,0,,,3,200,service,,1,0.023773193359375,0.0,0.023773193359375,0.0
375000656505,0,,,1,200,service,,1,0.03973388671875,0.003406524658203125,0.03973388671875,0.003406524658203125
331775338274,0,,,2,119,service,,1,0.0094146728515625,0.030181884765625,0.0470733642578125,0.150909423828125
294778707234,0,,,1,119,batch,,1,0.003480275472005208,0.002792994181315104,0.010440826416015625,0.008378982543945312
374818005078,0,,,2,200,service,,1,0.0004405975341796875,0.0006709098815917969,0.000881195068359375,0.0013418197631835938
142092409239,0,,,3,119,service,,1,0.009414688262256976,0.0007877349853515625,195.75961303710938,16.37937355041504
10163832205,0,,,3,450,service,,1,0.0,0.010223388671875,0.0,0.010223388671875
374895727282,0,,,2,200,service,,1,0.0079193115234375,0.00128173828125,0.015838623046875,0.0025634765625
374590321221,0,,,1,200,service,,15,0.0006631910800933837,0.0017130374908447266,0.04244422912597656,0.1096343994140625
278480281228,0,,,2,200,service,,1,0.016204833984375,0.0104217529296875,0.048614501953125,0.0312652587890625
359800961152,0,,,2,200,service,,1,0.0088043212890625,0.0018749237060546875,0.2201080322265625,0.04687309265136719
31266881281,0,,,3,450,service,,1,0.003520965576171875,0.00650787353515625,0.003520965576171875,0.00650787353515625
10163859312,0,,,3,450,service,,1,0.002201080322265625,0.0006008148193359375,0.002201080322265625,0.0006008148193359375
374590341634,0,,,1,200,service,,15,0.005204858914227555,0.0025391645834479527,0.36954498291015625,0.1802806854248047
70798710146,0,,,1,200,service,,2,0.0,0.00016498565673828125,0.0,0.0023097991943359375
11414392152,0,,,3,200,service,,374,0.03723517648733346,0.014727324437183935,46.76738166809082,18.497519493103027
46881680571,0,,,3,450,service,,1,0.0088043212890625,0.013153076171875,0.0088043212890625,0.013153076171875
116508414963,0,,,1,200,service,,2,0.00026416778564453125,0.0008073286576704545,0.0029058456420898438,0.008880615234375
38878103758,0,,,2,119,service,,3,0.002682532793209875,0.0014015951274353783,0.21728515625,0.11352920532226562
276507686897,0,,,3,200,service,,200,0.0009910961398301187,0.002460479736328125,111.27531909942627,276.25036239624023
249488452172,0,,,1,200,service,,960,0.00669097900390625,0.00616455078125,17.195816040039062,15.8428955078125
